task_index	inventory_id	accession_version	source_relative_path	source_path	source_format	source_bytes	source_compressed_sha256	mirror_state	derived_relative_path	resource_class	cpus	memory_mb	scratch_bytes	walltime	state	reason_code	attempts	derived_path	gzi_path	fai_path	provenance_path	source_decompressed_sha256	source_decompressed_bytes	sequence_count	names_lengths_sha256	derived_bgzf_sha256	derived_bgzf_bytes	gzi_sha256	gzi_bytes	fai_sha256	fai_bytes	compression_ratio	elapsed_seconds	cpu_seconds	peak_memory_bytes	peak_scratch_bytes	random_access_probe_count	bgzf_block_count	updated_at_utc
92	a09e2c388d366a8eaf0e7fec67a7fa8049b0240849959b0f8074e6f134fecda4	GCA_037893015.1	GCA/037/893/015/GCA_037893015.1/GCA_037893015.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/037/893/015/GCA_037893015.1/GCA_037893015.1.fa.gz	gzip	1186376150	9917e3a0a1a054c43df85c5062d9458d86dcd45936a4a3e22d70e50c3abe3538	verified	objects/GCA/037/893/015/GCA_037893015.1/GCA_037893015.1.fa.gz	medium	6	16384	8589934592	08:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/893/015/GCA_037893015.1/GCA_037893015.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/893/015/GCA_037893015.1/GCA_037893015.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/893/015/GCA_037893015.1/GCA_037893015.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/893/015/GCA_037893015.1/provenance.json	3010b383af2385b8762879de568fd1670f410b27b987e63d59c251b4b3d08d5e	3728859084	609	b08f7e4c312b97751bf99e2aaca52893c7e48702a7f078703fe303fb882afd56	0b3377711ace815a937a9ca62e364c69d329e01168ee11054ed99795d38f8f08	1213212510	d8548ac8b89930e539414f36b49b45c485f09fe87c37f5b255ef47825030c917	913944	be8a02d57924b548b628bcbf4718c6f73838463b1974a5c589a837456f16dbb8	25439	0.32535756451771564	205.49881	747.369299	39092224	1214167067	3	57123	2026-07-19T17:46:38.162803Z
93	e133fcdda04d7c29a1a5a4a55dac90be570ec24dfa771dd76d9ecff55b2286b9	GCA_037962945.1	GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz	gzip	447813197	2a88dec4a4cbd1ff8847c7c49dfefb45aeaedbf41341095ab3860ee61a1b4f98	verified	objects/GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/962/945/GCA_037962945.1/GCA_037962945.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/037/962/945/GCA_037962945.1/provenance.json	c296ad45b33a038615a1ae0690892dbaceea7fbbe7393b9e9b6f7ae36f6096b7	1574831867	124	9c2aa1050b34a55084e8e62979d1a929c9319b37fcc331eee987c6100a43b9d1	d33f0befe6ed82a9b508c486a70709fc795a9bc039ee036de94e4f710e09d5a2	458232832	726acd06a299e7653d46c16166d6a86ca5071c0391f38be9ed6c7dbc0a76ac2e	385992	6c578992bede3cbcb21e472f2e6cd70e7893f44f6b233ee0ed2a85479f2e5348	4932	0.29097254227711156	112.503884	291.755592	38858752	458626676	3	24126	2026-07-19T16:22:39.701867Z
94	94f8c76b1a061dca74038bce2b03363c2e7707a5353f4a2290cdf14b95d882e2	GCA_038024135.1	GCA/038/024/135/GCA_038024135.1/GCA_038024135.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/038/024/135/GCA_038024135.1/GCA_038024135.1.fa.gz	gzip	274894776	d74490281a9e049cbb3c25a2b77b9c26cd33b013bd374b83e3b6b3920b64802b	verified	objects/GCA/038/024/135/GCA_038024135.1/GCA_038024135.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/024/135/GCA_038024135.1/GCA_038024135.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/024/135/GCA_038024135.1/GCA_038024135.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/024/135/GCA_038024135.1/GCA_038024135.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/024/135/GCA_038024135.1/provenance.json	94bbf76d197d53f2c96c9be5cc89bc01940bda5d66ba0e8d800d8fc6f86d7cc9	947300055	413	ca87901e0a98648dd63573e98c51df867760062e17fd65a2b1bcba68c29423cc	937e126054b2bbcca15fdb203a97fd9823bc40437ff26387df73ed0eb7e84855	280988719	dcda466f53433a5cdd963644641377130c4388aaa0c5a47eeee72f54c45aaa5c	232184	b78ac0e0eb52cf6affed6274f6538ae9d8d7873184043f40eaf112596816b98b	16446	0.2966206087679368	63.929792	173.212064	39206912	281247273	3	14513	2026-07-19T16:22:00.576001Z
95	4b7eff24ee7c64f10980e3491cfaa3d7e1414dee4f24e5033a7c6d4e69a54d6d	GCA_038048845.1	GCA/038/048/845/GCA_038048845.1/GCA_038048845.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/038/048/845/GCA_038048845.1/GCA_038048845.1.fa.gz	gzip	932963511	c3c5456dcaad69ccce1b4d3bf7ee18d6b3524ecfb6c437a96706042d7622b4fc	verified	objects/GCA/038/048/845/GCA_038048845.1/GCA_038048845.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/048/845/GCA_038048845.1/GCA_038048845.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/048/845/GCA_038048845.1/GCA_038048845.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/048/845/GCA_038048845.1/GCA_038048845.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/048/845/GCA_038048845.1/provenance.json	8f1e2928e144d35994f00a33f77d342504823d5e0892ef631f3466d69259b03e	3029075419	2806	71f3ef4f1558e12aca22260989c4e5f13d3e3636c2e8b2bc72f0a6bfd3054b0a	b44560213f4b09ad0f14653b8367171445e349adf46ea1eb6d9c78e834882264	953480180	415d6f21f13247eef84d5608e083919b8e8cba21ab4519bd539fb966ec75153f	742424	ee00fed79212c267b8028999cce00033c9603ffed493b57d6ea765017969c6b9	115390	0.3147759788413509	229.370843	582.906693	39112704	954405771	3	46403	2026-07-19T16:25:12.020735Z
96	187434c47d7e3b7f6b312a9a908f9882a0c593bd63f763238b31b7d9fa74d364	GCA_038355195.1	GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz	gzip	154809093	32ca94f62c5b86f909421c0b810cd9142a48baab8c61174a80a2e465360cd41e	verified	objects/GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/355/195/GCA_038355195.1/GCA_038355195.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/355/195/GCA_038355195.1/provenance.json	4378a957830167993194b234fabaa95bf96f63e59a079632ed95a097f49cac43	507633864	365	896e6afcc566df66c1a58fe72d76738d45a23deae5553d63a3f78b7fc5790127	121d2addae052457adc7fc639c40d1aa9177be1c84776c532277cafe383898e7	158219892	7ad10f767c2e27506f735c24f90a6ca73044317fefac18ab483848947b325422	124424	0ccb3b55524a8619bd58c23e811ead54cfe6eb79e754a7223b846b40cdc452e1	14489	0.31168112141549326	96.705463	96.876819	39145472	158367543	3	7778	2026-07-19T15:51:41.055655Z
97	9c91da3e40b4353504950cf2b21c14c62001a2e82f767cfca8729a8c0923971f	GCA_038363095.2	GCA/038/363/095/GCA_038363095.2/GCA_038363095.2.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/038/363/095/GCA_038363095.2/GCA_038363095.2.fa.gz	gzip	748663499	2de42f9ef788d5ba1d057abc05dad30d1c8acb037552a6b8c23f5acd9e6c9711	verified	objects/GCA/038/363/095/GCA_038363095.2/GCA_038363095.2.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/095/GCA_038363095.2/GCA_038363095.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/095/GCA_038363095.2/GCA_038363095.2.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/095/GCA_038363095.2/GCA_038363095.2.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/095/GCA_038363095.2/provenance.json	c221807c4d81e3577625150e170758ec4db83614ae6a075974105cfe5cd5b4bb	2357859165	487	53a599fd0305e50a19bb65da96ab06076245655e26d81f7ac08a95d925b85a72	7f56418e81b7007e1dfac97a41a9d0e53e069a9dc4cfea2c560bc4e00dc1e358	765315022	b5730cb1d903ea643be4211c698e60a0e5712295273c7974e305d32e45c6d147	577912	a9a2deec8faf82e5ba82a0bc718193296637eb6b77a267eede5cb55a7e71ea05	19989	0.3245804640753427	176.813467	477.776538	39141376	765924724	3	36121	2026-07-19T16:24:48.444496Z
98	834e074f049bf79e30836a0de26ca2a346aa7c79c40ac59e2e48fb5fee9a1a3c	GCA_038363145.1	GCA/038/363/145/GCA_038363145.1/GCA_038363145.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/038/363/145/GCA_038363145.1/GCA_038363145.1.fa.gz	gzip	745655880	6e43d9ee8b7fa9c011426c74986d345d34ad9b3491e9d2170cc396c5505828ec	verified	objects/GCA/038/363/145/GCA_038363145.1/GCA_038363145.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/145/GCA_038363145.1/GCA_038363145.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/145/GCA_038363145.1/GCA_038363145.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/145/GCA_038363145.1/GCA_038363145.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/363/145/GCA_038363145.1/provenance.json	2c992781b6a18318273a9d7e110a2bdc8c3feee09d3cdc055bc617dba0f8017a	2339481025	419	22dc0e52fa451019d60ae126f3dabd57e7b3aca274273e1b75cff75be6b78619	c25239831b9a0507e2996e44bec5ac0033099a93da00f63c289d79a40064b1d6	762132103	b4963d52b783e648359d25186f16cf3e71c4dd765704492ddd52dd231dbd6a83	573400	c199edd68bd7e1e891c481d06c32682624a3306db5b56fa789bc7b38de3d0eca	17159	0.3257697304896927	189.997649	474.790821	39305216	762732789	3	35839	2026-07-19T16:25:12.623986Z
99	7ea75e6cdbde069dfc7dfa9eeb61eb6907a039751d679d1a8d3e677b087502e2	GCA_038501925.1	GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz	gzip	938504293	32bcf4951c08aafeef8ee882e2db3c08c30a1af38c8fea0fb22dfaec2bd9ac6a	verified	objects/GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/501/925/GCA_038501925.1/GCA_038501925.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/038/501/925/GCA_038501925.1/provenance.json	8b19f7b7d569cbeb0b7f73ba575e222947fa4d147b7922bf73763a1bf7e8f07c	2941489283	888	29f6e7d35817e7fff37bff41ea7d44ac8ea85980d08c10398804f76c36567a73	3d45a52c8095a6df2e6408187dbe8c20c1ff50a0c2560867f009945285ee06e6	960064218	e7835aa2b140527da37be027e10169e418895a93817a32bb6f6db2aba1cba022	720952	c62067c08830b4022e6b57bf8f115acfb43ae6d51e10d12ea44497f8b1057ecb	36477	0.32638712081957294	233.053075	582.108298	39141376	960843119	3	45061	2026-07-19T16:26:06.735185Z
100	f5b62642fd83baf28ef02298f072c84bb004781d3395069cf3d109758e34964a	GCA_039655065.1	GCA/039/655/065/GCA_039655065.1/GCA_039655065.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/039/655/065/GCA_039655065.1/GCA_039655065.1.fa.gz	gzip	724258012	ef0e4a0a2957149d4fa6c5b451b1102a1538b15a9a6fb3940ecd331afa25cef8	verified	objects/GCA/039/655/065/GCA_039655065.1/GCA_039655065.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/655/065/GCA_039655065.1/GCA_039655065.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/655/065/GCA_039655065.1/GCA_039655065.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/655/065/GCA_039655065.1/GCA_039655065.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/655/065/GCA_039655065.1/provenance.json	871d8da92096c6fad89ab668c019943688322b8549531814902e063d45ec4653	2203107724	82	1249301bf7e94c1ba3309d0d5449859720f258381b044a1f8f67f6563315aead	eca483d760c7f59d749c9067a77260f8774419445d80b18a8feb1bf105e50506	739951547	a4760887be42d23f5bf2423b26a6398c35042b579fe3afa050a1ea7a745d7755	539976	fc933a35ae71eae7b2acb126cf508570e3454b6a506f04f356dd29dbca5c64e2	3294	0.33586716570378655	193.936359	463.006081	39063552	740496808	3	33750	2026-07-19T16:25:33.834686Z
101	23e9e870e344629dc96737423b51a5902f171984846f6cc142e9da1a62f10499	GCA_039720435.1	GCA/039/720/435/GCA_039720435.1/GCA_039720435.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/039/720/435/GCA_039720435.1/GCA_039720435.1.fa.gz	gzip	415826237	48c55ee9edc3946196c2ebd58cc1e991e905fd9c1713b1237bdc0b15b71cb676	verified	objects/GCA/039/720/435/GCA_039720435.1/GCA_039720435.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/720/435/GCA_039720435.1/GCA_039720435.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/720/435/GCA_039720435.1/GCA_039720435.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/720/435/GCA_039720435.1/GCA_039720435.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/720/435/GCA_039720435.1/provenance.json	4feb3991270fb8b3e835c121549870d3e0ceca6f82a522db61b46510154e9f8f	1389186645	1679	478591098e5509ddead3e1e60d43eedbb7500d537f1b59c0989a6ccdeef14c2d	3574951ebf8fdc712fa436d4a3c289bf02d66c1750a6727154f5051acbd65185	425298498	aa4dc7fb2eb9e639a445a9806794a3b3079e230fbe4b12cc5c0175a3574ff4d1	340488	002f7918e4fa3afa2ea1d868df3ac5ea114429777d0c1581923333ead58b08ff	68946	0.30614928492924004	102.278542	270.874131	39067648	425748436	3	21282	2026-07-19T16:24:23.950485Z
102	509b56bf094ff7e57452826dd3ac15b751c5e388db0a9366be24b86a5a49051f	GCA_039878825.1	GCA/039/878/825/GCA_039878825.1/GCA_039878825.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/039/878/825/GCA_039878825.1/GCA_039878825.1.fa.gz	gzip	319825125	f3241df5f16e121885ed5e1670ed2a3f4b9b2243166344cc4b3e933c2c2f3fe8	verified	objects/GCA/039/878/825/GCA_039878825.1/GCA_039878825.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/878/825/GCA_039878825.1/GCA_039878825.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/878/825/GCA_039878825.1/GCA_039878825.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/878/825/GCA_039878825.1/GCA_039878825.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/878/825/GCA_039878825.1/provenance.json	cf1a87230539e67cd6055ea5d45c2f9ff1874c27c02c586fc4b2cfcfcddce243	986187612	191	54920edd059cb0028e2a80f56c8e87a314cb4d8e59dd0cf80b60f37194ba37f5	b0db491d5a20f198208bd9f00cd89b9316e6a697b11e2feff8d651e89df6b55f	326166343	791c387169cddc463dd1b6811bf81ab522b66321007c1d2f1f5fd5b6af98ec98	241720	0ba3993a474079da4f6c5e439a67eec4a802cd56c667e9bf2e6c94636c9da9b6	7525	0.3307345773067772	86.050095	201.788779	39026688	326420142	3	15109	2026-07-19T16:25:11.786130Z
103	4259b40ce0041249d69579844e3036a44b0abc04b2b9a249b761dc4024924402	GCA_039880945.1	GCA/039/880/945/GCA_039880945.1/GCA_039880945.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/039/880/945/GCA_039880945.1/GCA_039880945.1.fa.gz	gzip	823002047	a73da2c06eac3aa3d2577e8d0a08d8531f5441c499c18250c33258c580ecf579	verified	objects/GCA/039/880/945/GCA_039880945.1/GCA_039880945.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/880/945/GCA_039880945.1/GCA_039880945.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/880/945/GCA_039880945.1/GCA_039880945.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/880/945/GCA_039880945.1/GCA_039880945.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/880/945/GCA_039880945.1/provenance.json	7c7c39e4b10072c2fad8c63365e7b9d7b64592fc748668686a7261a830555c70	2618452368	366	d8b1c4b90da5ad7c86bb64e1aa986d63427b0d4b48f8d9720b14fe094802042a	ed9bf86ada7fd3b63920b98922d9127c788a6f5995e3cc97ea2253a69369ada2	843346737	6a27949b37a6c283a9a9ce274dd15658be3eeed2880eab1e5e2f928d3f4e1867	641784	aa5a2f4805bbb787ff31e1a21d59c5f26b0ebf925e9c89aeb7f994679ce77fe2	15091	0.3220783189744088	198.945318	518.371902	38862848	844012574	3	40113	2026-07-19T16:27:20.607540Z
104	50bc1b64febfe4aa01e24cf8a4f02146c3f0dd1c83659600b1a904d7f2e6f88e	GCA_039906565.1	GCA/039/906/565/GCA_039906565.1/GCA_039906565.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/039/906/565/GCA_039906565.1/GCA_039906565.1.fa.gz	gzip	385425362	fee9c9860d978ae222df26a15742bc10e1c2d6d18f679455a4e16cba9fdf770c	verified	objects/GCA/039/906/565/GCA_039906565.1/GCA_039906565.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/906/565/GCA_039906565.1/GCA_039906565.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/906/565/GCA_039906565.1/GCA_039906565.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/906/565/GCA_039906565.1/GCA_039906565.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/039/906/565/GCA_039906565.1/provenance.json	5ff580ddac6449bb4759c5d43ed3b548c506cb4c7940aec8070553fe1d0858fc	1190858210	592	3eca480589ea7d634265ef23fb1940ec943c95f56cbf1e16d6b7ad63443fcbf7	0bc4b2db99d252bec22e6a54ad9f105b53aee24b4490ec101ea89e958c4a6d1c	393113421	bd15e072a0fd1862dd0f5a8d4608fb1193f7b10d23d1c40b0d74d91f8856e821	291880	735ab74dac8ccdbe23113d3bd487dbd3603c19f41e25be09450d4faa0c66537c	24060	0.3301093427403083	102.086977	242.260755	39014400	393443470	3	18244	2026-07-19T16:26:07.721027Z
105	3f552f35e06608331d86de8cc13eb518366f0781dfd30d4b5a08e333cc033cdf	GCA_040206685.1	GCA/040/206/685/GCA_040206685.1/GCA_040206685.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/040/206/685/GCA_040206685.1/GCA_040206685.1.fa.gz	gzip	1107683782	64ddbb44d5958760e09a5c33e49b34fa1304b1c47d13d2f8a8883ace983f8e3e	verified	objects/GCA/040/206/685/GCA_040206685.1/GCA_040206685.1.fa.gz	medium	6	16384	8589934592	08:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/206/685/GCA_040206685.1/GCA_040206685.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/206/685/GCA_040206685.1/GCA_040206685.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/206/685/GCA_040206685.1/GCA_040206685.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/206/685/GCA_040206685.1/provenance.json	47d735ecba19f7e0e1601baa360be254afbb6b528ec493f21d125527cf016127	3797138250	3549	b76238486a3125a8aae6fc40e1219d937d0338cfb206acbe81d66f8c31caa124	1a61b2b6d10fe89eb26019b2a8dd8150890b42ac8de524f8a3171efbe6dec748	1131796761	d930ca8c27bccb4780a5bb50a011e94cd0a1ecf67466d4301b0c39edd196172a	930664	1ef512a370ba37d88179b57c083ebad42b2ce0d14735e2ba83ddc55b6d8dadd4	146550	0.29806572383820895	185.362465	679.459026	38866944	1132960280	3	58168	2026-07-19T17:47:46.683652Z
106	d87144494b9a10d6de69da16c87497489afbfcab17333eef3b1bb15204513316	GCA_040805955.1	GCA/040/805/955/GCA_040805955.1/GCA_040805955.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/040/805/955/GCA_040805955.1/GCA_040805955.1.fa.gz	gzip	907554263	e9a11cc4fb48cf478f773c03da661fb90a0203a68a21db18bec36fb8b9c2670d	verified	objects/GCA/040/805/955/GCA_040805955.1/GCA_040805955.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/805/955/GCA_040805955.1/GCA_040805955.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/805/955/GCA_040805955.1/GCA_040805955.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/805/955/GCA_040805955.1/GCA_040805955.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/805/955/GCA_040805955.1/provenance.json	1518031fc625b0bc5b2e57ead3686edc148a2c6c90b68eb439f220b48c55b068	2910698950	28	1f68d66a2d878cb09aacb053067a3ce175df0138b6198a857b38cd2bcc05fce9	57aa252208c64fcad6f2e0ca3adc8bd31a4e743bb3e5ca664bec77e2c22c892f	930945435	72c7336bba8f64bf1814f5f5405219d8ae36ba155b512a08e93bf92e182ccf2d	713400	58ea1eeaeb3f75c01909ae9bd988f4c3ddfa1bd67446f57a696f9731b6f88d61	1034	0.31983569960060626	221.781003	570.155162	39014400	931660518	3	44589	2026-07-19T16:28:32.411901Z
107	c488675a1ec48581db71784bc3ce7edcca03f6b13f91fc6d75d6e429b4d91062	GCA_040894355.2	GCA/040/894/355/GCA_040894355.2/GCA_040894355.2.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCA/040/894/355/GCA_040894355.2/GCA_040894355.2.fa.gz	gzip	664017658	8b2819c3c1c029c53267cea9f0c395f7ca5d121204fc2f0330f3995aee40be10	verified	objects/GCA/040/894/355/GCA_040894355.2/GCA_040894355.2.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/894/355/GCA_040894355.2/GCA_040894355.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/894/355/GCA_040894355.2/GCA_040894355.2.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/894/355/GCA_040894355.2/GCA_040894355.2.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCA/040/894/355/GCA_040894355.2/provenance.json	3cdfd667b7050351968eb0c0c524b752a0629927c4a07ba5a7d0caefe1459509	2019642030	109	e83f7102a35e9d01f714d7873c1d577324aefd1038233b5b183a05f800dc42c6	dd45a03e9166613d7f2eacdcc1d844f57dd61f989118f7e17ec6576a47efe007	678355020	d316f4efa72d6224c720f8b662155cb961141f5cd2da8243ef6e0dd9bf5ef55e	495016	23cc0886ab9299b98e75efd0d2478f54d945094324e50a5cf0ea7f586e2dc1e7	4390	0.3358788388851266	167.403973	418.801089	39141376	678857054	3	30940	2026-07-19T16:28:04.856736Z
