row_kind	analysis_id	status	observable	observable_tier	scientific_name	dataset_id	assembly_accession_version	clade	order	family	genus	scope	model	predictor	predictor_value	n	eligible_n	missing_n	denominator	estimate	effect	ci_low	ci_high	p_value	q_value	analysis_family	uncertainty	measurement_precision	cross_species_identification	sensitivity	conclusion	limitation	annotation_status	annotation_provider	annotation_release	annotation_assembly_accession_version	reference_fasta_sha256	annotation_gff_sha256	annotation_contig_mapping_sha256	annotation_sequence_regions_sha256	annotation_genetic_code	annotation_native_vs_projected	annotation_contig_dictionary_validated	annotation_cds_reconstruction_audit	source_modality	decision_version
point	point.whole_genome_gc.daphnia.pulex.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Daphnia pulex	daphnia.pulex.tier3c	GCF_021134715.1	Branchiopoda	Diplostraca	Daphniidae	Daphnia	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	12.4003724065	1	1	0	133180652 callable A/C/G/T FASTA bases	0.406078970089							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2021/12/09 00:00	GCF_021134715.1	dbd6a0a5cf5364b5a7215c773037c194cd068e15fb369013a2ff0f71d678c8ec	5e75313fa3cb262ed28f67ef5617d7ea56fb4f9fa267a318022cbdeef007cd04	e5b07a04d818c25a5fb743fec59f398adb1e0df6edf1f640269344cb63bd6ded	2600edd033904413824f5bdf368555ba9a69e54cd71ba57d738c30a089aa886e	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":87,""gene_without_valid_cds"":85},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":15197,""retained_transcripts"":15197,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.daphnia.pulicaria.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Daphnia pulicaria	daphnia.pulicaria.tier3c	GCF_021234035.1	Branchiopoda	Diplostraca	Daphniidae	Daphnia	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	11.9410363328	1	1	0	9043307 callable CDS third positions	0.493746922448							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2022/02/09 00:00	GCF_021234035.1	10c7ffc8ad1127a82a135bac73450edf04e09d03bc25c4f05a8445a1b8d28ad3	80f7fdee5bef495c48087dc6f799f87a13cf79a260d5def414f3dbf7f49a3c67	44f9cd6c614c375ef751d37993ab81f9ca3e4cfdb12a6b499df1c45dde5efd84	638d2340d1e2f8610bdfbb507b54bd872a57f5f73038982decfc8bb0a99f9209	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":82,""gene_without_valid_cds"":81},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":16784,""retained_transcripts"":16784,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.daphnia.pulicaria.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Daphnia pulicaria	daphnia.pulicaria.tier3c	GCF_021234035.1	Branchiopoda	Diplostraca	Daphniidae	Daphnia	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	11.9410363328	1	1	0	185043332 callable A/C/G/T FASTA bases	0.412715422785							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2022/02/09 00:00	GCF_021234035.1	10c7ffc8ad1127a82a135bac73450edf04e09d03bc25c4f05a8445a1b8d28ad3	80f7fdee5bef495c48087dc6f799f87a13cf79a260d5def414f3dbf7f49a3c67	44f9cd6c614c375ef751d37993ab81f9ca3e4cfdb12a6b499df1c45dde5efd84	638d2340d1e2f8610bdfbb507b54bd872a57f5f73038982decfc8bb0a99f9209	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":82,""gene_without_valid_cds"":81},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":16784,""retained_transcripts"":16784,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.dasypus.novemcinctus.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Dasypus novemcinctus	dasypus.novemcinctus.tier3c	GCF_030445035.2	Mammalia	Cingulata	Dasypodidae	Dasypus	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	8.18469465681	1	1	0	11355331 callable CDS third positions	0.596210009202							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2024/03/05 00:00	GCF_030445035.2	fc4b48ce795b5a75b2b76cc170f54ed622455f708dd0986ac415588bfbb796b3	a1d676492c8ef2996a03bbe63b2adeb8d0b7d16efc884b5274f1a0405e6cf591	cdd85979a8b66da41c261d11f98b4eab0368830b23dbac5f09dfe10b815225b7	ba8994c5c3914fbbe7f1f077e6ad4b19173c9c939dc217eb689fe3e98e7a9a66	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":1433,""gene_without_valid_cds"":1421,""invalid_candidate_transcript"":4},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":20454,""retained_transcripts"":20454,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.dasypus.novemcinctus.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Dasypus novemcinctus	dasypus.novemcinctus.tier3c	GCF_030445035.2	Mammalia	Cingulata	Dasypodidae	Dasypus	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	8.18469465681	1	1	0	3598784900 callable A/C/G/T FASTA bases	0.409988089869							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2024/03/05 00:00	GCF_030445035.2	fc4b48ce795b5a75b2b76cc170f54ed622455f708dd0986ac415588bfbb796b3	a1d676492c8ef2996a03bbe63b2adeb8d0b7d16efc884b5274f1a0405e6cf591	cdd85979a8b66da41c261d11f98b4eab0368830b23dbac5f09dfe10b815225b7	ba8994c5c3914fbbe7f1f077e6ad4b19173c9c939dc217eb689fe3e98e7a9a66	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":1433,""gene_without_valid_cds"":1421,""invalid_candidate_transcript"":4},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":20454,""retained_transcripts"":20454,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.daubentonia.madagascariensis.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Daubentonia madagascariensis	daubentonia.madagascariensis.tier3c	GCA_044048945.1	Mammalia	Primates	Daubentoniidae	Daubentonia	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	6.3390112979	1	1	0	5007528 callable CDS third positions	0.575403073133							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI GenBank	2024/10/29 00:00	GCA_044048945.1	1e20d4204680072f627e808bee546d0ad544be3fdae626933fc2bf1255169c41	f0efabbc46ff86f8de25cdb902cbedbc9d0e07c7792493307eca0770cb70f1e9	04cd560652b1482c10a9138dfebe235c1aaba5b546b9a94dcbc9a98161cf54a5	08b03018134b4d6b903d13d11bf7f36878ee3a2c1532ba1144badd7a603c92ad	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":28054,""gene_without_valid_cds"":7966,""invalid_candidate_transcript"":2009},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":10209,""retained_transcripts"":10209,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.daubentonia.madagascariensis.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Daubentonia madagascariensis	daubentonia.madagascariensis.tier3c	GCA_044048945.1	Mammalia	Primates	Daubentoniidae	Daubentonia	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	6.3390112979	1	1	0	2439979758 callable A/C/G/T FASTA bases	0.399302132653							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI GenBank	2024/10/29 00:00	GCA_044048945.1	1e20d4204680072f627e808bee546d0ad544be3fdae626933fc2bf1255169c41	f0efabbc46ff86f8de25cdb902cbedbc9d0e07c7792493307eca0770cb70f1e9	04cd560652b1482c10a9138dfebe235c1aaba5b546b9a94dcbc9a98161cf54a5	08b03018134b4d6b903d13d11bf7f36878ee3a2c1532ba1144badd7a603c92ad	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":28054,""gene_without_valid_cds"":7966,""invalid_candidate_transcript"":2009},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":10209,""retained_transcripts"":10209,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.americana.tier3c	unavailable	gc3	exact_assembly_native_annotation_composition	Drosophila americana	drosophila.americana.tier3c	GCA_047116735.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	13.1429555715	1	1	0	0 callable CDS third positions								Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		GC3 unavailable; whole-genome GC remains a separate observable.	native_annotation_unavailable	unavailable				c32c68c0f13dce92d2c51d3f81e90388ec05f12199f966b7796bc085648e0f0c							{}	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.americana.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila americana	drosophila.americana.tier3c	GCA_047116735.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	13.1429555715	1	1	0	183572841 callable A/C/G/T FASTA bases	0.400186926344							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	unavailable				c32c68c0f13dce92d2c51d3f81e90388ec05f12199f966b7796bc085648e0f0c							{}	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.ananassae.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Drosophila ananassae	drosophila.ananassae.tier3c	GCF_017639315.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	14.2336059854	1	1	0	7886616 callable CDS third positions	0.642489630534							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2021/07/16 00:00	GCF_017639315.1	f5930e05580aeae8bf937cc086061c30453edd1d30c673c705a405734da0788a	61676682bb49d4c6ba3dd56958bec4ae596fcf781b98f8c403bcb60cc82f75a3	3c6f799376de33f2e29f399260f368edd349b0770d2c77423715a6160e11ae32	b80ceb223724b64c156cd4f7c411a67ba86cdddbcab2170ae23c7ad3c4896a28	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":172,""gene_without_valid_cds"":174,""invalid_candidate_transcript"":3},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":14604,""retained_transcripts"":14604,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.ananassae.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila ananassae	drosophila.ananassae.tier3c	GCF_017639315.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	14.2336059854	1	1	0	213817545 callable A/C/G/T FASTA bases	0.418096246498							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2021/07/16 00:00	GCF_017639315.1	f5930e05580aeae8bf937cc086061c30453edd1d30c673c705a405734da0788a	61676682bb49d4c6ba3dd56958bec4ae596fcf781b98f8c403bcb60cc82f75a3	3c6f799376de33f2e29f399260f368edd349b0770d2c77423715a6160e11ae32	b80ceb223724b64c156cd4f7c411a67ba86cdddbcab2170ae23c7ad3c4896a28	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":172,""gene_without_valid_cds"":174,""invalid_candidate_transcript"":3},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":14604,""retained_transcripts"":14604,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.arizonae.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Drosophila arizonae	drosophila.arizonae.tier3c	GCF_001654025.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	12.9590629087	1	1	0	5525323 callable CDS third positions	0.619848287602							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2016/06/01 00:00	GCF_001654025.1	1b9e81514d47e20ee1d7f9eb95c47a58128b6c40a33e5b91cf2db83a76747bfc	09a05850994ffb5ed2040142218044ad6d996333d20f9d357f68484b6c972dc7	e4294890a32663a3e4d992ee6eec7d68e3ad7502e6a780c957d6e7129068e8b2	a65353f6ba4135168d9daf481b0816025ec76f506cc72b50fb515a55eac3d9f7	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":149,""gene_without_valid_cds"":1565,""invalid_candidate_transcript"":2826},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":10911,""retained_transcripts"":10911,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.arizonae.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila arizonae	drosophila.arizonae.tier3c	GCF_001654025.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	12.9590629087	1	1	0	134579230 callable A/C/G/T FASTA bases	0.403388531796							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2016/06/01 00:00	GCF_001654025.1	1b9e81514d47e20ee1d7f9eb95c47a58128b6c40a33e5b91cf2db83a76747bfc	09a05850994ffb5ed2040142218044ad6d996333d20f9d357f68484b6c972dc7	e4294890a32663a3e4d992ee6eec7d68e3ad7502e6a780c957d6e7129068e8b2	a65353f6ba4135168d9daf481b0816025ec76f506cc72b50fb515a55eac3d9f7	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":149,""gene_without_valid_cds"":1565,""invalid_candidate_transcript"":2826},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":10911,""retained_transcripts"":10911,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.bipectinata.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Drosophila bipectinata	drosophila.bipectinata.tier3c	GCF_030179905.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	13.7069340345	1	1	0	7781443 callable CDS third positions	0.639160371669							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2024/11/19 00:00	GCF_030179905.1	38dc412c592fcc3973c5b43b063545cb1117cc7454a9fbeed96ef893ee07a877	91725a7e5a19a231d1258d2189f1d4d7f67f590854f8e617d67933276bfab676	d6024c44c01b626111ce0bd422e146ab35509fe0457580504a35fa12c9abfb13	a4e4b555d6bf6c324474f6a96b67fa7bb955060b136edc0a99e1925c83d5ef8e	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":149,""gene_without_valid_cds"":150,""invalid_candidate_transcript"":4},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":14530,""retained_transcripts"":14530,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.bipectinata.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila bipectinata	drosophila.bipectinata.tier3c	GCF_030179905.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	13.7069340345	1	1	0	191868548 callable A/C/G/T FASTA bases	0.413933872059							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2024/11/19 00:00	GCF_030179905.1	38dc412c592fcc3973c5b43b063545cb1117cc7454a9fbeed96ef893ee07a877	91725a7e5a19a231d1258d2189f1d4d7f67f590854f8e617d67933276bfab676	d6024c44c01b626111ce0bd422e146ab35509fe0457580504a35fa12c9abfb13	a4e4b555d6bf6c324474f6a96b67fa7bb955060b136edc0a99e1925c83d5ef8e	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":149,""gene_without_valid_cds"":150,""invalid_candidate_transcript"":4},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":14530,""retained_transcripts"":14530,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.buzzatii.tier3c	unavailable	gc3	exact_assembly_native_annotation_composition	Drosophila buzzatii	drosophila.buzzatii.tier3c	GCA_035045845.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	13.2889930064	1	1	0	0 callable CDS third positions								Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		GC3 unavailable; whole-genome GC remains a separate observable.	native_annotation_unavailable	unavailable				46bab63c49462f7563e3fb3c21a88055bd01ac4d5ee08dd3cc9349288e16fa8b							{}	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.buzzatii.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila buzzatii	drosophila.buzzatii.tier3c	GCA_035045845.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	13.2889930064	1	1	0	177128120 callable A/C/G/T FASTA bases	0.380768361342							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	unavailable				46bab63c49462f7563e3fb3c21a88055bd01ac4d5ee08dd3cc9349288e16fa8b							{}	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.kikkawai.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Drosophila kikkawai	drosophila.kikkawai.tier3c	GCF_030179895.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	14.0970308235	1	1	0	8018673 callable CDS third positions	0.664868613547							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2024/11/19 00:00	GCF_030179895.1	a1d89785e44eaf7bd44ae5b930bd4459de9d6eb79006edc8084121f862053c41	e92aa639ce4e759a88e78dcce1409cfbcbf550bfd5b49bae52bceb0d4b1e4b12	1cc70198027f982f16c1531e7b950d39de6be43066a1ecb04c99c708f84f4a08	1b14a936174cc793a9d78ad4a66d5a2cbebff7c27b908187baeccbf356348c9a	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":127,""gene_without_valid_cds"":128,""invalid_candidate_transcript"":5},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":14969,""retained_transcripts"":14969,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.kikkawai.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila kikkawai	drosophila.kikkawai.tier3c	GCF_030179895.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	14.0970308235	1	1	0	188493350 callable A/C/G/T FASTA bases	0.409619097968							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	native	NCBI RefSeq	2024/11/19 00:00	GCF_030179895.1	a1d89785e44eaf7bd44ae5b930bd4459de9d6eb79006edc8084121f862053c41	e92aa639ce4e759a88e78dcce1409cfbcbf550bfd5b49bae52bceb0d4b1e4b12	1cc70198027f982f16c1531e7b950d39de6be43066a1ecb04c99c708f84f4a08	1b14a936174cc793a9d78ad4a66d5a2cbebff7c27b908187baeccbf356348c9a	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":127,""gene_without_valid_cds"":128,""invalid_candidate_transcript"":5},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":14969,""retained_transcripts"":14969,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.malerkotliana.tier3c	unavailable	gc3	exact_assembly_native_annotation_composition	Drosophila malerkotliana	drosophila.malerkotliana.tier3c	GCA_018153235.1	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	13.7921084113	1	1	0	0 callable CDS third positions								Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		GC3 unavailable; whole-genome GC remains a separate observable.	native_annotation_unavailable	unavailable				b885a32408a9af719a89d3dd99af631aeb81f8b2f6a4c12cc0f7270388123355							{}	exact_single_assembly_composition	tier3-decisions-v1
point	point.whole_genome_gc.drosophila.malerkotliana.tier3c	estimated	whole_genome_gc	exact_assembly_composition	Drosophila malerkotliana	drosophila.malerkotliana.tier3c	GCA_018153235.1	Insecta	Diptera	Drosophilidae	Drosophila	species	ACGT_fraction	Buffalo pred_log10_N (census-size proxy, not N_e)	13.7921084113	1	1	0	191313204 callable A/C/G/T FASTA bases	0.421043991297							No genomic block interval is available in the validated small table.	Callable FASTA-base count reported; not used as cross-species regression weight.	not applicable to point row		Whole-genome GC is available independently of annotation.	Weaker composition proxy; never substituted for GC3.	unavailable				b885a32408a9af719a89d3dd99af631aeb81f8b2f6a4c12cc0f7270388123355							{}	exact_single_assembly_composition	tier3-decisions-v1
point	point.gc3.drosophila.melanogaster.tier3c	estimated	gc3	exact_assembly_native_annotation_composition	Drosophila melanogaster	drosophila.melanogaster.tier3c	GCF_000001215.4	Insecta	Diptera	Drosophilidae	Drosophila	species	pooled_canonical_CDS_third_positions	Buffalo pred_log10_N (census-size proxy, not N_e)	14.5564099961	1	1	0	7394289 callable CDS third positions	0.631261098937							Upstream table has no genomic block interval; no binomial pseudo-replication interval is invented.	Callable third-position count reported; bases are correlated and do not identify cross-species uncertainty.	not applicable to point row		Exact-assembly native-annotation GC3 point estimate.		native	NCBI RefSeq	2014/08/08 00:00	GCF_000001215.4	bee09429e48a8e2ce18a30c4f28641693d9a137d5d18f70cab4efb28204d513a	662dc13c8c1b1559e50096ae5196cb542b98f00c4ad23079d4245294e9c1b909	4152ecde715fbb58c6b7a30bcbc83aa17f7b2091f9de4896fff7490ecee2c1e4	7f67962db92eea6f7350d0800580563922a99f76061ad8dd4329e602739de490	1	native	True	"{""all_retained_cds_phase_translation_passed"":true,""exclusions"":{""annotated_translation_exception"":819,""gene_without_valid_cds"":101},""provider_comparison"":""provider_sequences_not_deposited"",""retained_genes"":13872,""retained_transcripts"":13872,""sample_rule"":""first_100_by_sha256_dataset_id_plus_transcript_id_or_all_if_fewer"",""sampled_cds_count"":100,""sampled_cds_mismatches"":0}"	exact_single_assembly_composition	tier3-decisions-v1
